,id,rating,predicted_rating,context_time,movie_id,learner_id,movie_knowledge_area,level_of_education,level_of_english,level_of_literature,level_of_history,level_of_biology,level_of_physics,level_of_math,learning_goal,learning_style
210,4301,5,11.63477,2017-12-05 16:15:18.234497+00,244,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
211,4233,5,10.391805,2017-12-05 16:15:18.872897+00,176,12,HT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
212,4352,5,13.25438,2017-12-05 16:15:18.912106+00,296,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
213,4303,5,7.722925,2017-12-05 16:15:18.244193+00,246,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
214,4305,5,9.759716000000001,2017-12-05 16:15:18.311621+00,248,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
215,4264,5,9.815733,2017-12-05 16:15:18.320509+00,207,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
216,4228,5,10.865891,2017-12-05 16:15:18.852809+00,171,12,LT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
217,4308,5,8.589537,2017-12-05 16:15:18.733127+00,251,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
218,4271,5,10.463539,2017-12-05 16:15:18.961988+00,214,12,HT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
219,8525,2,,2017-12-07 12:28:33.814004+00,161,29,,EM,HL,ML,LL,LL,ML,HL,STL,GLB
220,4266,5,16.600801999999998,2017-12-05 16:15:18.223883+00,209,12,HT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
221,4353,5,6.700089,2017-12-05 16:15:18.921207+00,297,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
222,4355,5,16.353022,2017-12-05 16:15:18.903652+00,299,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
223,4411,5,12.640006,2017-12-05 16:15:18.802061+00,355,12,LT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
224,4436,5,10.70317,2017-12-05 16:15:18.50071+00,381,12,BL,MT,ML,ML,ML,ML,LL,ML,STL,GLB
225,4378,5,7.719351,2017-12-05 16:15:18.379896+00,322,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
226,4381,5,14.248883,2017-12-05 16:15:18.361761+00,325,12,BL,MT,ML,ML,ML,ML,LL,ML,STL,GLB
227,4456,5,12.273866,2017-12-05 16:15:18.666561+00,401,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
228,4356,5,4.952661,2017-12-05 16:15:18.895266+00,300,12,PH,MT,ML,ML,ML,ML,LL,ML,STL,GLB
229,4389,5,7.537260000000001,2017-12-05 16:15:18.61819+00,333,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
230,4476,5,26.76857,2017-12-05 16:26:15.898484+00,14,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
231,4413,5,6.972221,2017-12-05 16:15:18.545342+00,357,12,HT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
232,4357,5,3.9496010000000004,2017-12-05 16:15:18.745354+00,301,12,PH,MT,ML,ML,ML,ML,LL,ML,STL,GLB
233,4461,5,,2017-12-05 16:11:48.043996+00,350,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
234,4462,5,,2017-12-05 16:11:48.054536+00,242,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
235,4470,3,44.89089,2017-12-05 16:35:01.251089+00,8,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
236,8526,2,,2017-12-07 12:28:33.854017+00,173,29,HT,EM,HL,ML,LL,LL,ML,HL,STL,GLB
237,4464,5,25.469911,2017-12-05 16:26:15.947301+00,2,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
238,4492,5,30.361209999999996,2017-12-05 17:27:41.607791+00,30,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
239,4569,5,41.873647,2017-12-05 16:59:27.392315+00,107,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
240,4520,5,40.142843,2017-12-05 16:35:01.214415+00,58,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
241,4514,1,45.173209,2017-12-05 16:51:34.318659+00,52,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
242,4488,5,41.710927000000005,2017-12-05 16:59:27.378148+00,26,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
243,4512,3,43.91963,2017-12-05 16:55:11.517671+00,50,13,EN,MT,ML,LL,ML,ML,ML,ML,STL,SQN
244,4541,4,32.821213,2017-12-05 17:27:41.561911+00,79,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
245,4509,1,47.594745,2017-12-05 16:46:09.54432+00,47,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
246,4486,4,33.785097,2017-12-05 17:27:41.600913+00,24,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
247,4576,5,35.581122,2017-12-05 17:15:09.939726+00,114,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
248,4563,5,35.589812,2017-12-05 17:15:09.962031+00,101,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
249,4496,5,42.449801,2017-12-05 16:15:29.180162+00,34,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
250,4595,5,42.528079,2017-12-05 16:15:29.169594+00,133,13,BL,MT,ML,LL,ML,ML,ML,ML,STL,SQN
251,4596,5,45.229022,2017-12-05 16:12:56.832886+00,134,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
252,4690,3,44.895508,2017-12-05 16:51:34.361887+00,228,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
253,4702,5,37.211027,2017-12-05 17:07:35.227633+00,240,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
254,4700,5,38.410748999999996,2017-12-05 17:07:35.203212+00,238,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
255,4609,3,29.674021999999997,2017-12-05 17:27:41.594086+00,147,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
256,4729,4,44.878793,2017-12-05 16:21:30.970912+00,268,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
257,4705,4,36.456044,2017-12-05 17:15:09.874693+00,244,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
258,4616,4,48.885381,2017-12-05 16:38:36.085157+00,154,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
259,4706,4,35.717887,2017-12-05 17:15:09.904673+00,245,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
260,4646,1,44.068899,2017-12-05 16:51:34.369845+00,184,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
261,4627,5,37.517984999999996,2017-12-05 17:07:35.21047+00,165,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
262,4701,3,44.088321,2017-12-05 16:21:30.931616+00,239,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
263,4682,5,34.899307,2017-12-05 17:15:09.841507+00,220,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
264,4672,5,42.695797999999996,2017-12-05 16:21:30.963062+00,210,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
265,4707,5,35.650177,2017-12-05 17:15:09.925061+00,246,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
266,4655,2,33.685788,2017-12-05 17:27:41.579787+00,193,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
267,4677,5,39.716257,2017-12-05 16:35:01.237907+00,215,13,BL,MT,ML,LL,ML,ML,ML,ML,STL,SQN
268,4696,5,41.874572,2017-12-05 16:15:29.15258+00,234,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
269,4854,2,52.01517,2017-12-05 16:38:36.092741+00,394,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
270,4763,3,43.909645000000005,2017-12-05 16:35:01.230728+00,302,13,BL,MT,ML,LL,ML,ML,ML,ML,STL,SQN
271,4828,5,31.7963,2017-12-05 17:27:41.640291+00,368,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
272,4810,5,25.968424,2017-12-05 16:26:15.911203+00,349,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
273,4746,4,41.726859999999995,2017-12-05 16:36:16.283661+00,285,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
274,8528,2,,2017-12-07 12:28:33.934307+00,68,29,,EM,HL,ML,LL,LL,ML,HL,STL,GLB
275,4856,4,38.538539,2017-12-05 17:07:35.222155+00,396,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
276,4779,3,43.482966999999995,2017-12-05 16:56:25.243136+00,318,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
277,4784,4,35.4765,2017-12-05 17:15:09.808189+00,323,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
278,4817,5,35.444732,2017-12-05 17:15:09.823566+00,357,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
279,4850,2,45.710473,2017-12-05 16:51:34.330246+00,390,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
280,4819,5,20.777903,2017-12-05 16:26:15.929244+00,359,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
281,4824,5,35.264945000000004,2017-12-05 17:15:09.832878+00,364,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
282,4758,5,27.35995,2017-12-05 16:26:15.938635+00,297,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
283,4837,5,36.248426,2017-12-05 17:15:09.850661+00,377,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
284,4844,4,30.934083,2017-12-05 17:27:41.553184+00,384,13,BL,MT,ML,LL,ML,ML,ML,ML,STL,SQN
285,4760,4,33.63026,2017-12-05 17:27:41.587036+00,299,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
286,4762,5,43.176590000000004,2017-12-05 16:21:30.954707+00,301,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
287,4839,5,31.292303000000004,2017-12-05 17:27:41.571201+00,379,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
288,4788,1,46.855826,2017-12-05 16:46:09.53024+00,327,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
289,4775,1,46.807712,2017-12-05 16:51:34.352523+00,314,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
290,4841,3,42.09482,2017-12-05 16:15:29.160552+00,381,13,BL,MT,ML,LL,ML,ML,ML,ML,STL,SQN
291,4183,5,6.388739,2017-12-05 16:15:18.291182+00,126,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
292,4349,5,8.463017,2017-12-05 16:15:18.334233+00,293,12,BL,MT,ML,ML,ML,ML,LL,ML,STL,GLB
293,4383,5,13.890661999999999,2017-12-05 16:15:18.35345+00,327,12,,MT,ML,ML,ML,ML,LL,ML,STL,GLB
294,4134,5,8.792407,2017-12-05 16:15:18.510081+00,77,12,LT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
295,4092,5,10.771694,2017-12-05 16:15:18.584378+00,34,12,PH,MT,ML,ML,ML,ML,LL,ML,STL,GLB
296,4414,5,14.915454,2017-12-05 16:15:18.757321+00,359,12,PH,MT,ML,ML,ML,ML,LL,ML,STL,GLB
297,4348,5,13.193775,2017-12-05 16:15:18.950531+00,292,12,LT,MT,ML,ML,ML,ML,LL,ML,STL,GLB
298,4861,4,25.297442999999998,2017-12-05 16:26:15.955295+00,401,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
299,4847,2,43.845679,2017-12-05 16:35:01.222911+00,387,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
300,4688,4,40.512577,2017-12-05 16:35:01.245384+00,226,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
301,4588,2,47.61913,2017-12-05 16:46:09.537778+00,126,13,,MT,ML,LL,ML,ML,ML,ML,STL,SQN
302,4774,4,37.363892,2017-12-05 17:07:35.216296+00,313,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
303,4676,4,36.181683,2017-12-05 17:15:09.860988+00,214,13,HT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
304,4518,5,34.711428000000005,2017-12-05 17:27:41.542321+00,56,13,LT,MT,ML,LL,ML,ML,ML,ML,STL,SQN
305,4465,4,32.704737,2017-12-05 17:27:41.614843+00,3,13,EN,MT,ML,LL,ML,ML,ML,ML,STL,SQN
306,4863,4,32.147388,2017-12-05 17:27:41.622199+00,403,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
307,4761,4,30.539493,2017-12-05 17:27:41.630383+00,300,13,PH,MT,ML,LL,ML,ML,ML,ML,STL,SQN
308,4866,4,,2017-12-06 12:57:01.418118+00,368,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
309,4867,4,,2017-12-06 12:57:01.438507+00,55,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
310,4886,5,16.787576,2017-12-06 13:00:27.248398+00,19,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
311,4927,2,21.553017999999998,2017-12-06 13:00:27.279678+00,61,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
312,4960,4,33.509774,2017-12-06 13:00:27.327031+00,94,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
313,4940,3,35.024437,2017-12-06 13:03:37.089478+00,74,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
314,4891,5,20.618559,2017-12-06 13:00:27.317663+00,24,14,PH,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
315,4915,4,22.329214999999998,2017-12-06 13:00:27.288561+00,48,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
316,4963,5,32.928197,2017-12-06 13:03:37.14799+00,97,14,MT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
317,4903,4,38.254560999999995,2017-12-06 13:03:37.044904+00,36,14,EN,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
318,5077,5,37.772125,2017-12-06 13:03:37.063108+00,211,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
319,5039,5,33.947106,2017-12-06 13:00:27.259517+00,173,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
320,4986,5,35.508378,2017-12-06 13:03:37.02503+00,120,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
321,5085,5,35.016676000000004,2017-12-06 13:03:37.156763+00,219,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
322,5029,1,35.1179,2017-12-06 13:03:37.099558+00,163,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
323,5003,5,27.653268,2017-12-06 13:00:27.33677+00,137,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
324,5009,4,33.427968,2017-12-06 13:03:37.12917+00,143,14,HT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
325,5027,5,23.619279000000002,2017-12-06 13:00:27.308135+00,161,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
326,4990,2,23.561784,2017-12-06 13:00:27.228382+00,124,14,PH,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
327,5134,4,28.876832,2017-12-06 13:00:27.237856+00,268,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
328,5163,1,26.924131,2017-12-06 13:00:27.298299+00,297,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
329,5164,5,35.721944,2017-12-06 13:03:37.138103+00,298,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
330,5184,2,33.871385,2017-12-06 13:03:37.110015+00,318,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
331,5219,3,20.891306,2017-12-06 13:00:27.357927+00,353,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
332,5140,2,39.493942,2017-12-06 13:03:37.119621+00,274,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
333,5121,4,16.882123999999997,2017-12-06 13:00:27.21776+00,255,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
334,5204,4,29.862645,2017-12-06 13:00:27.207627+00,338,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
335,5283,3,,2017-12-06 13:32:18.338691+00,401,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
336,5284,2,,2017-12-06 13:32:18.353648+00,33,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
337,4882,4,16.95705,2017-12-06 13:00:27.197382+00,15,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
338,5242,2,28.957328000000004,2017-12-06 13:00:27.270665+00,377,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
339,5022,3,27.818831,2017-12-06 13:00:27.347636+00,156,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
340,4958,3,20.145771,2017-12-06 13:00:27.368768+00,92,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
341,5226,4,34.148581,2017-12-06 13:03:37.035425+00,360,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
342,5247,4,34.383971,2017-12-06 13:03:37.054214+00,382,14,LT,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
343,5248,5,32.822919,2017-12-06 13:03:37.071806+00,383,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
344,5161,2,37.521921999999996,2017-12-06 13:03:37.080637+00,295,14,,ES,HL,ML,LL,LL,ML,HL,LLL,SQN
345,5271,5,,2017-12-06 13:32:18.157177+00,15,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
346,5272,2,,2017-12-06 13:32:18.173449+00,6,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
347,5273,2,,2017-12-06 13:32:18.189616+00,367,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
348,5274,5,,2017-12-06 13:32:18.2051+00,208,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
349,5275,2,,2017-12-06 13:32:18.220664+00,188,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
350,5276,1,,2017-12-06 13:32:18.235655+00,9,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
351,5277,5,,2017-12-06 13:32:18.249996+00,299,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
352,5278,2,,2017-12-06 13:32:18.264637+00,269,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
353,5279,1,,2017-12-06 13:32:18.279746+00,149,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
354,5280,4,,2017-12-06 13:32:18.294347+00,304,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
355,5281,1,,2017-12-06 13:32:18.309861+00,281,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
356,5282,1,,2017-12-06 13:32:18.324728+00,185,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
357,5285,2,,2017-12-06 13:32:18.368244+00,142,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
358,5286,1,,2017-12-06 13:32:18.382079+00,27,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
359,5287,1,,2017-12-06 13:32:18.396769+00,157,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
360,5288,3,,2017-12-06 13:32:18.410727+00,290,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
361,5289,2,,2017-12-06 13:32:18.424734+00,270,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
362,5290,3,,2017-12-06 13:32:18.439495+00,327,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
363,5318,3,6.080433,2017-12-06 13:40:01.824986+00,32,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
364,5314,3,4.688636,2017-12-06 13:40:01.6855+00,28,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
365,5332,1,5.167896,2017-12-06 13:40:01.77662+00,47,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
366,5329,3,7.1336699999999995,2017-12-06 13:40:01.78953+00,44,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
367,5321,4,4.229055000000001,2017-12-06 13:40:01.853253+00,36,16,EN,DT,HL,LL,LL,LL,LL,ML,STL,SQN
368,5316,5,1.047931,2017-12-06 13:40:01.83654+00,30,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
369,5310,4,2.472082,2017-12-06 13:40:01.808908+00,23,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
370,5311,4,2.574103,2017-12-06 13:40:01.337637+00,24,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
371,5336,1,4.9094489999999995,2017-12-06 13:40:01.326692+00,51,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
372,5347,1,5.631736,2017-12-06 13:40:01.666415+00,62,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
373,5469,1,5.267372,2017-12-06 13:40:01.695947+00,189,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
374,5431,4,4.686635,2017-12-06 13:40:01.980216+00,147,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
375,5354,2,4.145653,2017-12-06 13:40:01.731375+00,69,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
376,5462,2,2.4389540000000003,2017-12-06 13:40:01.757308+00,180,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
377,5440,3,3.986562,2017-12-06 13:40:01.406453+00,158,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
378,5458,5,1.039461,2017-12-06 13:40:01.627944+00,176,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
379,5403,2,6.460705,2017-12-06 13:40:01.284618+00,118,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
380,5455,3,2.446184,2017-12-06 13:40:01.305679+00,173,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
381,5391,4,4.0247720000000005,2017-12-06 13:40:01.532157+00,106,16,MT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
382,5418,5,5.184082,2017-12-06 13:40:01.48907+00,133,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
383,5345,2,4.752662,2017-12-06 13:40:01.644664+00,60,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
384,5350,5,0.721902,2017-12-06 13:40:01.968014+00,65,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
385,5356,4,4.733262,2017-12-06 13:40:01.316346+00,71,16,EN,DT,HL,LL,LL,LL,LL,ML,STL,SQN
386,5454,4,0.719346,2017-12-06 13:40:01.87492+00,172,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
387,5397,2,6.111056,2017-12-06 13:40:01.243818+00,112,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
388,5561,2,5.070022,2017-12-06 13:40:01.347275+00,285,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
389,5571,2,6.6229059999999995,2017-12-06 13:40:01.890986+00,296,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
390,5537,4,4.250188,2017-12-06 13:40:01.581644+00,258,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
391,5530,4,3.850594,2017-12-06 13:40:01.253722+00,251,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
392,5477,2,4.688098,2017-12-06 13:40:01.294836+00,197,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
393,5577,5,6.680826,2017-12-06 13:40:01.905379+00,303,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
394,5545,5,6.239507,2017-12-06 13:40:01.50513+00,266,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
395,5518,3,5.719812999999999,2017-12-06 13:40:01.544878+00,239,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
396,5552,2,5.162985,2017-12-06 13:40:01.954769+00,275,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
397,5539,2,4.903698,2017-12-06 13:40:01.466807+00,260,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
398,5557,4,4.09396,2017-12-06 13:40:01.439973+00,280,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
399,5576,5,4.130335,2017-12-06 13:40:01.357861+00,302,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
400,5553,3,0.705554,2017-12-06 13:40:01.937423+00,276,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
401,5567,3,5.469041000000001,2017-12-06 13:40:01.920742+00,292,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
402,5583,4,5.0860970000000005,2017-12-06 13:40:01.379498+00,310,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
403,5558,2,4.16726,2017-12-06 13:40:01.428243+00,282,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
404,5520,2,2.5081860000000002,2017-12-06 13:40:01.233697+00,241,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
405,5683,4,,2017-12-06 13:52:38.019589+00,108,17,,MT,HL,ML,ML,LL,ML,HL,STL,GLB
406,5684,4,,2017-12-06 13:52:38.034448+00,167,17,,MT,HL,ML,ML,LL,ML,HL,STL,GLB
407,5685,2,,2017-12-06 13:52:38.048933+00,159,17,,MT,HL,ML,ML,LL,ML,HL,STL,GLB
408,5686,4,,2017-12-06 13:52:38.063001+00,65,17,PH,MT,HL,ML,ML,LL,ML,HL,STL,GLB
409,5687,5,,2017-12-06 13:52:38.077247+00,176,17,HT,MT,HL,ML,ML,LL,ML,HL,STL,GLB
410,5666,1,5.3208660000000005,2017-12-06 13:40:01.264909+00,395,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
411,5612,2,1.173431,2017-12-06 13:40:01.27545+00,340,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
412,5584,1,4.1830099999999995,2017-12-06 13:40:01.368417+00,311,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
413,5441,4,6.398741,2017-12-06 13:40:01.396396+00,159,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
414,5631,5,4.6924779999999995,2017-12-06 13:40:01.417058+00,359,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
415,5627,4,0.585853,2017-12-06 13:40:01.452948+00,355,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
416,5672,3,6.534476000000001,2017-12-06 13:40:01.47812+00,402,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
417,5615,1,6.009778,2017-12-06 13:40:01.516956+00,343,16,HT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
418,5660,3,4.449769,2017-12-06 13:40:01.562399+00,389,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
419,5508,3,5.5771809999999995,2017-12-06 13:40:01.596089+00,229,16,PH,DT,HL,LL,LL,LL,LL,ML,STL,SQN
420,5655,5,4.227568,2017-12-06 13:40:01.613362+00,384,16,BL,DT,HL,LL,LL,LL,LL,ML,STL,SQN
421,5604,1,4.204662,2017-12-06 13:40:01.70791+00,332,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
422,5353,3,2.714585,2017-12-06 13:40:01.719248+00,68,16,,DT,HL,LL,LL,LL,LL,ML,STL,SQN
423,5313,4,5.459808,2017-12-06 13:40:01.743211+00,26,16,LT,DT,HL,LL,LL,LL,LL,ML,STL,SQN
424,5676,3,,2017-12-06 13:52:37.912072+00,241,17,,MT,HL,ML,ML,LL,ML,HL,STL,GLB
425,5677,3,,2017-12-06 13:52:37.927991+00,307,17,,MT,HL,ML,ML,LL,ML,HL,STL,GLB
